Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228814.11;        9.56;        7.63;
   228814.12;        8.93;        8.26;
   228814.14;       15.32;        1.79;
   228814.14;        8.02;        9.15;
   228814.15;        1.60;       15.61;
   228814.16;       13.44;        3.65;
   228814.17;        8.11;        9.02;
   228814.17;       10.45;        6.65;
   228814.17;        5.46;       11.68;
   228814.18;        3.37;       13.78;
   228814.18;        5.50;       11.63;
   228814.21;       10.22;        6.83;
   228814.21;        9.84;        7.21;
   228814.22;        9.70;        7.34;
   228814.27;       12.87;        4.07;
   228814.29;        4.51;       12.47;
   228814.29;        3.05;       13.94;
   228814.30;       16.77;        0.10;
   228814.32;       12.54;        4.33;
   228814.32;        9.94;        6.95;
   228814.32;        9.77;        7.12;
   228814.33;       15.93;        0.90;
   228814.35;        5.12;       11.78;
   228814.36;       13.92;        2.88;
   228814.37;        7.13;        9.72;
   228814.37;       16.00;        0.77;
   228814.38;        3.50;       13.36;
   228814.38;        5.74;       11.10;
   228814.38;        2.29;       14.58;
   228814.39;        8.71;        8.10;
   228814.39;        2.31;       14.55;
   228814.41;       14.99;        1.73;
   228814.44;       13.47;        3.23;
   228814.44;        5.76;       11.00;
   228814.44;        6.72;       10.03;
   228814.45;        3.93;       12.83;
   228814.45;       15.11;        1.55;
   228814.49;        7.34;        9.33;
   228814.50;        2.10;       14.60;
   228814.51;       15.48;        1.10;
   228814.53;       11.41;        5.17;
   228814.54;        7.17;        9.43;
   228814.56;       11.84;        4.70;
   228814.57;       14.91;        1.59;
   228814.64;       10.02;        6.42;
   228814.64;        2.82;       13.68;
   228814.70;       13.65;        2.67;
   228814.71;        7.99;        8.37;
   228814.71;       12.99;        3.32;
   228814.73;       15.23;        1.04;
   228814.73;        1.95;       14.43;
   228814.74;        3.40;       12.96;
   228814.75;        6.41;        9.90;
   228814.76;       12.71;        3.54;
   228814.76;       10.39;        5.87;
   228814.78;        0.13;       16.20;
   228814.79;        3.34;       12.95;
   228814.79;        1.22;       15.08;
   228814.80;        5.00;       11.26;
   228814.81;        4.61;       11.64;
   228814.81;       10.48;        5.71;
   228814.81;       12.68;        3.49;
   228814.82;       11.20;        4.98;
   228814.83;        2.32;       13.91;
   228814.84;       11.90;        4.24;
   228814.84;       14.05;        2.07;
   228814.85;       13.31;        2.80;
   228814.85;        0.19;       16.03;
   228814.86;        0.36;       15.85;
   228814.86;        8.17;        7.97;
   228814.88;        3.15;       13.01;
   228814.91;        4.30;       11.81;
   228814.91;        9.86;        6.19;
   228814.92;       15.71;        0.28;
   228814.92;       12.05;        3.97;
   228814.93;        0.18;       15.93;
   228814.94;       10.69;        5.32;
   228814.95;       13.90;        2.07;
   228814.97;        5.93;       10.07;
   228814.99;       12.39;        3.53;
   228815.00;       13.58;        2.32;
   228815.00;        0.70;       15.31;
   228815.01;        8.24;        7.69;
   228815.02;       14.06;        1.80;
   228815.04;       12.16;        3.69;
   228815.04;        5.21;       10.70;
   228815.04;        8.49;        7.39;
   228815.10;        6.76;        9.05;
   228815.15;        4.32;       11.45;
   228815.17;        6.59;        9.13;
   228815.19;        9.19;        6.47;
   228815.21;        4.50;       11.18;
   228815.21;       10.23;        5.40;
   228815.23;        1.74;       13.94;
   228815.26;       10.69;        4.86;
   228815.28;        9.13;        6.41;
   228815.28;       12.60;        2.91;
   228815.28;        8.40;        7.14;
   228815.29;       12.27;        3.22;
   228815.30;        1.65;       13.92;
   228815.32;        5.41;       10.11;
   228815.33;        8.14;        7.33;
   228815.34;        7.27;        8.20;
   228815.34;        5.48;       10.00;
   228815.35;        3.75;       11.74;
   228815.36;       13.66;        1.73;
   228815.37;        2.63;       12.84;
   228815.37;        8.25;        7.17;
   228815.38;       12.41;        2.96;
   228815.39;       11.97;        3.38;
   228815.45;        2.56;       12.79;
   228815.46;       10.10;        5.17;
   228815.47;        2.53;       12.79;
   228815.48;        0.70;       14.62;
   228815.50;       12.08;        3.12;
   228815.52;        6.07;        9.16;
   228815.55;       13.93;        1.18;
   228815.55;        5.66;        9.52;
   228815.56;        9.21;        5.93;
   228815.58;        0.88;       14.30;
   228815.58;       11.03;        4.06;
   228815.58;       14.51;        0.55;
   228815.59;        4.81;       10.33;
   228815.59;        7.72;        7.39;
   228815.60;        9.82;        5.26;
   228815.63;        2.70;       12.40;
   228815.66;        3.92;       11.13;
   228815.66;        4.80;       10.23;
   228815.70;        9.18;        5.76;
   228815.71;        0.69;       14.31;
   228815.73;       14.30;        0.56;
   228815.77;        1.79;       13.12;
   228815.78;       14.17;        0.62;
   228815.79;       10.06;        4.74;
   228815.86;        4.24;       10.52;
   228815.87;        1.67;       13.10;
   228815.88;        4.49;       10.23;
   228815.89;        3.11;       11.61;
   228815.90;        7.12;        7.55;
   228815.92;       13.03;        1.56;
   228815.96;        6.50;        8.09;
   228815.99;       13.93;        0.56;
   228815.99;        0.77;       13.83;
   228816.00;       13.16;        1.32;
   228816.01;       10.35;        4.14;
   228816.01;        9.88;        4.61;
   228816.02;        4.28;       10.25;
   228816.02;        8.65;        5.84;
   228816.02;        7.25;        7.25;
   228816.03;        0.50;       14.05;
   228816.07;        5.91;        8.54;
   228816.07;        4.05;       10.41;
   228816.08;       10.96;        3.43;
   228816.08;        1.87;       12.59;
   228816.09;        6.84;        7.57;
   228816.10;        7.95;        6.44;
   228816.11;        3.25;       11.16;
   228816.11;       11.77;        2.56;
   228816.12;        1.15;       13.26;
   228816.13;       10.79;        3.53;
   228816.14;       13.53;        0.75;
   228816.14;        6.81;        7.52;
   228816.17;        9.99;        4.28;
   228816.18;        8.55;        5.72;
   228816.20;        7.71;        6.54;
   228816.20;       12.32;        1.88;
   228816.22;        4.44;        9.80;
   228816.27;        5.69;        8.47;
   228816.29;       11.41;        2.68;
   228816.31;        0.17;       13.98;
   228816.33;        3.29;       10.80;
   228816.34;       12.25;        1.76;
   228816.34;       11.05;        2.97;
   228816.34;        2.51;       11.58;
   228816.34;        1.11;       12.99;
   228816.35;       11.98;        2.02;
   228816.36;        6.16;        7.87;
   228816.36;       12.78;        1.19;
   228816.36;        2.24;       11.82;
   228816.36;        7.91;        6.10;
   228816.37;        2.53;       11.52;
   228816.39;       10.95;        3.00;
   228816.43;       10.61;        3.28;
   228816.43;        5.70;        8.23;
   228816.44;        7.12;        6.79;
   228816.45;       13.33;        0.51;
   228816.45;       13.26;        0.58;
   228816.45;        9.76;        4.11;
   228816.47;        7.28;        6.59;
   228816.47;        1.78;       12.13;
   228816.49;        0.89;       13.00;
   228816.49;        1.80;       12.08;
   228816.52;        0.16;       13.70;
   228816.52;        0.55;       13.30;
   228816.53;        4.29;        9.52;
   228816.54;       12.45;        1.27;
   228816.55;       10.26;        3.47;
   228816.55;        7.75;        5.99;
   228816.59;        0.57;       13.18;
   228816.60;        6.79;        6.90;
   228816.60;       10.47;        3.18;
   228816.61;       13.25;        0.37;
   228816.61;        7.37;        6.29;
   228816.62;        8.04;        5.60;
   228816.62;        6.52;        7.13;
   228816.63;        3.02;       10.66;
   228816.64;        4.81;        8.84;
   228816.65;        2.64;       11.01;
   228816.68;        0.76;       12.86;
   228816.68;        5.30;        8.28;
   228816.69;        9.26;        4.27;
   228816.75;        3.61;        9.89;
   228816.75;        6.31;        7.16;
   228816.76;       10.28;        3.14;
   228816.78;       10.31;        3.09;
   228816.80;       12.66;        0.69;
   228816.82;        9.20;        4.15;
   228816.82;        1.91;       11.50;
   228816.84;        5.01;        8.35;
   228816.85;        0.03;       13.35;
   228816.86;        7.60;        5.70;
   228816.90;        8.11;        5.13;
   228816.93;        6.67;        6.55;
   228816.93;       10.84;        2.34;
   228816.96;       11.23;        1.91;
   228816.96;       10.52;        2.62;
   228816.99;       10.68;        2.41;
   228817.00;       11.44;        1.63;
   228817.00;        6.72;        6.39;
   228817.01;        1.92;       11.22;
   228817.02;        1.40;       11.73;
   228817.05;        4.40;        8.67;
   228817.07;        9.29;        3.71;
   228817.07;        4.55;        8.49;
   228817.07;        5.68;        7.34;
   228817.09;        5.79;        7.21;
   228817.09;        7.53;        5.45;
   228817.13;        6.34;        6.60;
   228817.16;        9.21;        3.66;
   228817.17;        8.68;        4.17;
   228817.18;       10.07;        2.76;
   228817.23;        5.06;        7.75;
   228817.24;        2.22;       10.59;
   228817.27;        2.13;       10.64;
   228817.27;        8.87;        3.84;
   228817.28;        2.51;       10.24;
   228817.28;        8.26;        4.44;
   228817.31;        8.74;        3.92;
   228817.31;        0.88;       11.84;
   228817.34;        9.72;        2.89;
   228817.37;        7.44;        5.15;
   228817.37;       12.51;        0.03;
   228817.37;        1.35;       11.28;
   228817.42;        5.96;        6.57;
   228817.44;        5.75;        6.75;
   228817.52;       12.24;        0.09;
   228817.54;       11.93;        0.38;
   228817.54;       10.61;        1.71;
   228817.54;       10.07;        2.25;
   228817.55;        6.62;        5.72;
   228817.57;        6.98;        5.33;
   228817.57;        1.99;       10.35;
   228817.68;        7.26;        4.88;
   228817.69;        5.22;        6.93;
   228817.71;        6.01;        6.11;
   228817.71;       10.55;        1.53;
   228817.72;        6.24;        5.86;
   228817.74;        3.33;        8.77;
   228817.76;        9.08;        2.94;
   228817.79;        8.44;        3.54;
   228817.83;        7.50;        4.43;
   228817.86;        9.58;        2.29;
   228817.87;        4.90;        6.99;
   228817.91;        0.92;       10.95;
   228817.95;        8.48;        3.27;
   228818.00;        5.17;        6.54;
   228818.05;        8.88;        2.72;
   228818.06;        6.61;        5.00;
